NO_MUNICIPIO_ESC,nota
CANDEIAS DO JAMARI,479.0982608695651
CAPIXABA,484.96588235294126
CARDEAL DA SILVA,453.87888888888904
CATENDE,502.7392105263159
CAXAMBU DO SUL,493.775
CHUI,459.69
COLNIZA,504.7533333333335
CONCEICAO DA FEIRA,481.13133333333343
CONCEICAO DO TOCANTINS,422.994
CRISTIANOPOLIS,429.05
CUITEGI,444.88
CUSTODIA,496.3815873015871
DIORAMA,490.89818181818185
DIVINO DE SAO LOURENCO,496.72666666666663
DOM MACEDO COSTA,451.85066666666665
ESPLANADA,503.0136507936508
GOVERNADOR DIX-SEPT ROSADO,490.50000000000006
GROSSOS,514.6365714285715
IARAS,517.325
IBIRACI,514.4358333333333
IBIRUBA,581.4114545454546
ILICINEA,511.87696969696975
IMBITUVA,544.4463157894735
INHUMA,496.6409523809525
ITAGUARU,552.7248
ITAIOPOLIS,538.0060869565217
ITATUBA,487.04526315789457
JACIARA,510.1193548387099
JAGUARETAMA,460.991214953271
JANGADA,436.88
JARAMATAIA,405.884
JOANOPOLIS,500.4946666666667
JUPIA,562.8000000000001
LAGOA DA CONFUSAO,478.80250000000007
LAGOA DA PRATA,578.3626229508197
MANSIDAO,476.49555555555554
MARILANDIA,524.7543478260869
MIRANDA DO NORTE,477.524705882353
NOBRES,519.0383333333332
NOVO PLANALTO,492.236
OLINDA NOVA DO MARANHAO,425.79090909090917
OURO VERDE,506.0384
PANORAMA,572.084705882353
PASSAGEM FRANCA,462.3051612903226
PILAO ARCADO,494.8525925925926
PIRANGA,553.8391666666665
PIRAI,543.8892857142857
PIRPIRITUBA,489.6425000000001
POMPEU,568.1623880597016
PONTE PRETA,586.6
PUXINANA,481.24871287128724
QUATRO BARRAS,547.2231683168318
RAPOSOS,518.4503225806451
RECREIO,455.56842105263155
SANTA BARBARA DO PARA,480.5648275862069
SANTA ROSA DO SUL,571.0724050632912
SANTO ANTONIO DE POSSE,486.5336
SELVIRIA,461.82700000000006
SOBRADO,480.18307692307695
SOSSEGO,466.24727272727273
SAO GABRIEL DA CACHOEIRA,471.6870588235296
SAO JOSE DAS MISSOES,558.3766666666667
SAO JOAO DO ITAPERIU,500.9044444444445
TABULEIRO DO NORTE,528.4639583333333
TAPURAH,529.6371428571429
TUPACIGUARA,516.639677419355
VARJAO DE MINAS,574.3
VIRGINOPOLIS,550.495
VITORIA DO MEARIM,490.02540540540565
ABADIA DE GOIAS,510.8733333333334
ABAIRA,523.24
ADUSTINA,537.1283870967742
AFONSO BEZERRA,427.8703448275863
ALTO LONGA,462.61600000000004
ARAMARI,479.18625000000003
AROAZES,498.9700000000001
ARRAIAS,456.15999999999997
ARROIO TRINTA,414.745
ARVOREZINHA,538.6983333333334
AUGUSTINOPOLIS,505.07780487804894
AUTAZES,457.33591836734684
BAIXO GUANDU,533.8938775510203
BARRA DE SANTO ANTONIO,470.2341666666667
BARRA DE SAO MIGUEL,480.6848275862069
BARREIRA,452.3846575342465
BIRITIBA MIRIM,522.0086666666667
BREJETUBA,501.89279999999997
BURITIZEIRO,506.93157894736845
CAICARA DO RIO DO VENTO,452.21166666666664
CAJUEIRO DA PRAIA,522.4968
CAMAPUA,496.13384615384615
CAPIM GROSSO,545.8457142857143
CARAPEBUS,480.7964705882354
CAEM,479.5102325581396
CRUZALIA,509.59999999999997
CURIUVA,510.93297297297306
DESCANSO,496.8373333333333
DIANOPOLIS,474.95862068965516
FERNAO,527.1346666666666
FERREIROS,463.104262295082
FERVEDOURO,520.2515789473683
GOIAS,529.5333962264149
GOVERNADOR EDISON LOBAO,504.7489473684212
GOVERNADOR EUGENIO BARROS,448.19244444444433
IACANGA,503.3691891891891
IGACI,436.0456249999999
IGARAPE,549.7446913580247
IPANEMA,565.25375
IRARA,536.2256410256412
ITAJUIPE,487.281052631579
ITAUBA,467.418
ITUPIRANGA,472.66456140350886
JABORANDI,481.93619047619046
JAGUARAO,567.0452525252525
JUARA,511.05663551401875
LAGO VERDE,471.5301587301589
LIBERATO SALZANO,494.29636363636365
MAJOR VIEIRA,512.4141176470588
MARACAI,543.8400000000003
MATINHA,460.5753086419752
MONTE CASTELO,487.169090909091
MORMACO,530.0066666666667
NOVA ALVORADA DO SUL,505.890612244898
NOVA BASSANO,513.706
PALMARES DO SUL,513.52625
PARAGUACU,535.1276190476191
PARANAPANEMA,574.0328813559321
PARATINGA,462.30488888888885
PARNAGUA,439.43199999999996
PEDRO CANARIO,519.9793846153848
PERITORO,461.9452631578947
PLANALTO,509.00984375
POLONI,476.0722222222223
PRATANIA,478.444705882353
QUITERIANOPOLIS,446.27083333333326
REALEZA,553.7735897435895
RIACHO DE SANTANA,506.9686486486486
RIBEIRAO CLARO,521.05875
RIO BRANCO DO SUL,503.6238356164384
RIO NEGRO,568.0809160305342
RIO PARANAIBA,540.5582352941176
RIO DO FOGO,446.96666666666675
SANTA CRUZ CABRALIA,481.73510204081634
SANTA TEREZINHA DE ITAIPU,508.074642857143
SENADOR GEORGINO AVELINO,442.8300000000001
SIRINHAEM,481.945
SAO RAFAEL,496.8344
SAO SEBASTIAO DO UATUMA,426.000625
TAQUARAL,458.3533333333333
TAQUARANA,487.7268181818181
TAQUARACU DE MINAS,592.9933333333332
TARUMIRIM,551.0574193548388
TENENTE LAURENTINO CRUZ,486.85999999999996
TENORIO,463.7088888888889
TERRA DE AREIA,583.2330434782609
TOCANTINIA,450.17333333333335
TREZE DE MAIO,530.5618181818182
TUNTUM,475.87850746268657
UAUA,493.4702564102564
WENCESLAU BRAZ,552.1057142857142
ACARAPE,466.90424242424245
AFONSO CLAUDIO,519.5224242424243
AGUDO,548.7
AMAMBAI,532.0409090909092
AMARAJI,497.33481481481476
APARECIDA DO TABOADO,528.8905084745761
APORE,479.0872727272727
BELA VISTA DO TOLDO,534.22
BELEM DO BREJO DO CRUZ,486.12
BERNARDINO DE CAMPOS,555.085
BONFINOPOLIS,515.782
BREJO DE AREIA,444.97555555555556
CAETES,499.019696969697
CAFARNAUM,477.4451428571429
CAJAPIO,425.8187500000001
CAMPO ALEGRE,507.2965925925927
CAPITAO ENEAS,472.005
CARDOSO MOREIRA,520.2194117647059
CASSILANDIA,529.3809302325581
CATARINA,430.42064516129034
CHARQUEADA,473.396
COCALZINHO DE GOIAS,499.91949999999997
COMODORO,542.7093333333335
CONCEICAO DO MATO DENTRO,603.7385714285714
DOMINGOS MOURAO,461.5028571428571
EMILIANOPOLIS,514.1914285714286
FARIA LEMOS,587.2599999999999
FONTE BOA,434.86555555555543
GLORINHA,513.0246153846153
GURINHEM,457.69818181818187
IACIARA,464.78974358974347
IBIRAREMA,483.4428571428571
IGUARACY,506.65250000000003
INOCENCIA,483.40222222222224
IPAUSSU,537.3573770491804
ITABI,463.485
ITAPACI,531.598484848485
ITAPEBI,512.3399999999999
MASCOTE,476.1472222222222
MIRACEMA DO TOCANTINS,495.20870967741956
MONTE CARLO,488.75333333333333
MONTES ALTOS,487.5857142857143
NAZARIA,469.33
NINA RODRIGUES,468.07263157894744
NOVA GRANADA,587.6109523809524
NOVA PORTEIRINHA,467.56
PALMEIRA DO PIAUI,531.4
PARIPIRANGA,515.6959523809522
PIEDADE DOS GERAIS,576.04
PIRAPOZINHO,559.8890697674418
PORTO AMAZONAS,526.9653333333333
PRADO FERREIRA,525.81
PRESIDENTE BERNARDES,542.0183333333334
RANCHO QUEIMADO,516.395
RIBAS DO RIO PARDO,519.3552000000001
RIO DO OESTE,513.9033333333333
SALGADINHO,478.70882352941175
SERRANA,540.7573076923076
SOCORRO,580.3432520325204
SAO BERNARDO,490.1806779661018
SAO JERONIMO,522.9193103448276
SAO SEBASTIAO DO RIO VERDE,551.7085714285714
TAQUARI,557.3866666666668
TENENTE PORTELA,508.3819047619047
TIBAGI,511.90266666666673
TRIZIDELA DO VALE,521.0451851851851
TUPANCIRETA,545.08
VEREDINHA,518.621
AGUANIL,500.39571428571423
ALTO SANTO,416.37578125
ANTONIO DIAS,551.4200000000001
AREALVA,533.9414285714287
ARMAZEM,569.45
ARRAIAL,458.3546666666667
ARROIO GRANDE,486.687894736842
AURORA,504.82661870503625
BALNEARIO BARRA DO SUL,545.1800000000001
BARRA DE SANTA ROSA,466.4722807017543
BELEM DE MARIA,506.70380952380947
BELEM DO SAO FRANCISCO,484.1901639344263
CACHOEIRA DOS INDIOS,466.36857142857144
CALCADO,506.7077272727274
CAPIVARI DE BAIXO,544.9439130434783
CARAUARI,464.55548387096775
CATAGUASES,590.4537078651686
CATAS ALTAS,553.4733333333335
CEDRAL,475.41159999999996
COLORADO,539.2309859154931
CONCHAL,513.7531914893617
CUMARU,495.1954285714286
DOVERLANDIA,511.48117647058825
FAXINAL DO SOTURNO,642.1925
FORQUILHINHA,519.5542857142858
GONCALVES DIAS,466.3140540540542
GOVERNADOR LINDENBERG,538.0225
GRAO MOGOL,490.28000000000003
GUIA LOPES DA LAGUNA,501.29379310344825
GUIRATINGA,495.648947368421
ITABIRINHA,522.26
ITAPEJARA D'OESTE,487.90952380952393
ITARANA,518.2640000000001
ITINGA DO MARANHAO,522.3792307692306
JUREMA,471.6227906976744
LAGO DO JUNCO,450.2553333333333
LAGOA ALEGRE,479.9689552238808
LAJEDO DO TABOCAL,496.99230769230775
LARANJA DA TERRA,542.785
LIMA DUARTE,522.4485
LIMOEIRO DE ANADIA,479.8810666666666
MARACAS,506.51890909090906
MAURILANDIA,452.0976470588235
NOVA FATIMA,497.5949999999999
PORTO ESPERIDIAO,488.0988235294118
QUITANDINHA,517.2481481481481
RIO CASCA,543.4581818181819
RIO PRETO,556.645
ROLADOR,491.6366666666667
SANTA BRIGIDA,495.12833333333333
SANTA MARIA DO CAMBUCA,480.5899999999999
SANTA RITA DO SAPUCAI,619.9556249999999
SANTA SALETE,539.6885714285714
SERTAO SANTANA,558.8911999999999
SAO FRANCISCO DE SALES,472.5885714285714
SAO JOAQUIM DE BICAS,521.303846153846
SAO JOSE DA TAPERA,480.14281690140837
SAO PEDRO DO TURVO,498.2216666666666
SAO ROQUE DO CANAA,515.6342105263158
SAO VICENTE FERRER,462.50888888888903
SITIO DO MATO,425.04111111111104
TRES BARRAS DO PARANA,508.96624999999995
TUPANATINGA,511.78285714285715
VESPASIANO,551.8146031746033
VILA BOA,468.20400000000006
XINGUARA,504.84564705882366
AGUA PRETA,466.62800000000004
AMPERE,569.1172307692306
ANHUMAS,506.3025
ANTAS,556.7016666666667
ARAPORA,536.7719999999999
ASPASIA,625.58
BANANAL,566.5175
BOM JESUS DO GALHO,541.196842105263
BURITIRANA,431.3518518518518
BURITIZAL,549.9371428571428
CACULE,532.2785185185186
CAMPESTRE DA SERRA,525.6618181818181
CAMPO ALEGRE DO FIDALGO,418.23368421052635
CAMPO DO BRITO,476.7142857142858
CAMPOS SALES,499.5041295546558
CAPITAO LEONIDAS MARQUES,482.9972727272727
CENTRO DO GUILHERME,486.66
CONCEICAO DO RIO VERDE,521.9704761904761
CONSELHEIRO MAIRINCK,478.43789473684217
COQUEIRAL,507.42909090909086
CORUPA,542.5379999999999
GUARACI,491.33925925925917
GUARARAPES,561.6814864864866
GURUPA,454.8060606060606
IBIPITANGA,554.8090909090909
IGUATEMI,510.7727999999999
ITANHANDU,610.387123287671
ITIRAPUA,490.1333333333334
JACI,555.4866666666666
JAGUARUNA,520.90511627907
JAMBEIRO,488.27
JOAQUIM FELICIO,549.2866666666667
JUTAI,443.5329032258065
MAFRA,568.056346153846
MAQUINE,517.0352941176471
MARIANO MORO,582.73
MARILENA,495.51875000000007
MATO VERDE,544.46
MIGUELOPOLIS,490.0473076923076
MILHA,479.4199999999999
MIRADOR,446.6962962962963
MIRANGABA,480.8936842105263
MIRANORTE,492.09875
MIRANTE DA SERRA,517.1781395348836
NARANDIBA,530.7616666666667
NATALANDIA,518.5973333333333
NOSSA SENHORA DO LIVRAMENTO,433.6049999999999
OLHO D'AGUA GRANDE,519.3052631578948
PALMITINHO,531.92
PARAISO,527.7883333333334
PAULINO NEVES,470.7572972972972
PEDRO OSORIO,504.88222222222225
PIO XII,477.8131034482759
PIRACAIA,524.3542222222222
PIRATINI,525.9386666666666
POTENGI,514.6076712328767
POCO BRANCO,464.0663157894736
REDENTORA,494.7692307692308
RESTINGA SECA,544.1427027027026
RIACHO DAS ALMAS,528.6128301886793
RIO NEGRINHO,535.6416666666668
RIO DAS FLORES,506.945
SANTA TERESINHA,455.3066666666666
SANTANA DOS GARROTES,469.00600000000003
SILVEIRA MARTINS,543.58
SOUTO SOARES,475.5033333333333
SAO BENTO DO SAPUCAI,538.3661538461538
SAO GONCALO DO GURGUEIA,492.48
SAO JOAO DO OESTE,576.3041666666667
SAO JOAO DO POLESINE,603.0244444444444
SAO LUDGERO,586.5021428571428
SAO LUIZ DO PARAITINGA,555.6400000000001
SAO LUIS GONZAGA DO MARANHAO,443.6241666666667
SAO MATEUS DO MARANHAO,481.5568115942029
SAO MIGUEL DAS MISSOES,508.22615384615375
SAO MIGUEL DO FIDALGO,506.92428571428576
SAO MIGUEL DO GUAPORE,512.8979999999999
TERESINA DE GOIAS,390.33000000000004
TERRA ALTA,503.2555555555556
TIBAU DO SUL,493.2176
TIMBAUBA DOS BATISTAS,512.9966666666667
TOUROS,515.4666666666668
VIRADOURO,540.834375
AGUAS DE SANTA BARBARA,521.805
AGUAI,539.2138983050847
ALTEROSA,532.8107692307692
APARECIDA D'OESTE,516.3628571428571
ARROIO DOS RATOS,538.2991666666667
AVAI,485.91
BALNEARIO ARROIO DO SILVA,518.6973333333333
BONFINOPOLIS DE MINAS,583.064
BURITAMA,487.47358490566035
CAARAPO,493.2359420289855
CAJOBI,536.1941176470589
CANDELARIA,557.5535714285712
CARAUBAS,522.3969014084506
CARMOPOLIS DE MINAS,567.2853658536584
CAROLINA,510.32784313725494
CASTANHEIRAS,488.27
CHAPADA DA NATIVIDADE,530.4849999999999
CORUMBATAI,490.17454545454547
COUTO MAGALHAES,497.6966666666667
CRISTAL DO SUL,495.63272727272727
CRISOPOLIS,491.99687500000016
CRUZEIRO DO OESTE,511.579
CUBATI,509.060930232558
CASSIA DOS COQUEIROS,551.9211764705882
DIAMANTINO,518.3362162162161
DOM PEDRITO,547.1642499999999
ELDORADO,503.16266666666667
ELDORADO DO CARAJAS,468.43317073170743
ENEAS MARQUES,504.50571428571436
FLORESTA DO ARAGUAIA,445.9586206896551
FREI PAULO,483.12
GRAVATAL,519.2453333333333
IBIRAIARAS,446.54400000000004
IBIRATAIA,484.33
ITAGUATINS,499.6942857142856
ITAPAGIPE,524.1221052631578
ITAPICURU,510.8252173913043
JABOTICABA,584.256
LAGOA DO PIAUI,471.0999999999999
LUIS GOMES,470.81272727272716
MACAUBAL,585.29
MAIRI,509.97230769230777
MANARI,467.87333333333333
MARANHAOZINHO,469.5566666666666
MATO CASTELHANO,507.83111111111106
MELEIRO,464.8333333333333
MONTADAS,525.0380952380953
MONTE NEGRO,478.2807142857144
MORRO DA FUMACA,518.5809523809525
MUTUNOPOLIS,485.3063636363637
NOVA HARTZ,535.8345945945945
NOVO SANTO ANTONIO,487.37777777777774
PEDRALVA,502.0942857142857
PEDREGULHO,510.0999999999999
PEDRO VELHO,457.2584615384616
PLACAS,499.5955555555556
PRESIDENTE MEDICI,491.8008602150538
PAO DE ACUCAR,422.136
QUINTA DO SOL,497.0580000000001
RANCHARIA,532.5539024390243
RONDA ALTA,581.8393333333333
ROSARIO DA LIMEIRA,570.496
SAMBAIBA,494.5942857142858
SANTA FE,530.2216666666666
SANTA VITORIA DO PALMAR,516.4625
SANTO INACIO,540.8823529411765
SAO FELIPE D'OESTE,493.3373913043477
SAO JOSE DO ALEGRE,499.77066666666667
SAO LOURENCO DA SERRA,536.2860465116281
TAMBORIL DO PIAUI,455.5414285714285
TAQUARAL DE GOIAS,484.7341176470588
TAQUARIVAI,538.3888888888888
TRES COROAS,557.175
TURVANIA,478.65090909090907
UIRAUNA,482.79589743589753
URAI,502.4227450980392
VALE DO SOL,538.93
VALENTIM GENTIL,510.8609090909092
VARGEM ALEGRE,504.61875000000003
VIRGEM DA LAPA,531.0692307692307
VISTA ALEGRE DO ALTO,490.2
ARATUIPE,464.84333333333336
ARACOIABA,450.5548484848486
ASSARE,465.69461928934015
ASTOLFO DUTRA,535.3133333333333
BALNEARIO PICARRAS,556.8533333333335
BARRA DO TURVO,496.0763636363636
BARROQUINHA,474.92164948453626
BATAYPORA,471.92125
BOA VISTA DA APARECIDA,504.1896551724138
BOM JESUS DA SERRA,467.27818181818196
BONINAL,459.6842105263158
BUENOS AIRES,500.4639024390244
BUERAREMA,489.50428571428574
CABACEIRAS,484.1125
CAMPO NOVO DE RONDONIA,510.62823529411753
CERRO BRANCO,494.68000000000006
CORACAO DE JESUS,511.9311111111111
CORONEL DOMINGOS SOARES,460.7866666666667
CRISSIUMAL,517.0484210526316
CRUZ MACHADO,533.7605
CANDIDO DE ABREU,485.8191111111112
DARCINOPOLIS,477.092
DIAMANTE D'OESTE,475.6383333333333
DILERMANDO DE AGUIAR,556.812
DOURADOQUARA,506.35999999999996
FIRMINO ALVES,525.0277777777778
FORMOSA DO RIO PRETO,457.8934693877551
FORTUNA DE MINAS,479.08571428571435
FRANCINOPOLIS,440.7014814814814
FRANCISCO MACEDO,507.1339999999999
GUAJARA,451.72571428571433
IGREJA NOVA,442.13183098591554
IPUPIARA,517.2371428571429
ITABERA,503.5268292682927
ITAQUITINGA,486.52368421052637
ITATIAIA,556.7758139534884
ITA,574.2599999999999
JOAO PINHEIRO,559.3591071428573
JUQUITIBA,517.6581333333332
LUCIARA,433.24500000000006
MALLET,528.2125
MARACANA,435.7511627906977
MARILAC,523.13
MARUIM,481.53939393939385
MATUREIA,468.3614814814816
MONCAO,465.9313043478261
MORAUJO,506.51565217391294
MORRO REDONDO,575.9878260869566
NOSSA SENHORA APARECIDA,496.7053846153847
NOVA ANDRADINA,551.2769633507852
NOVA ESPERANCA,534.9889999999999
NOVA FLORESTA,455.23702127659567
NOVA SANTA HELENA,474.1325
OLHO D'AGUA,480.2573333333335
OSCAR BRESSANE,481.51500000000004
PADRE BERNARDO,475.23800000000006
PALESTINA,464.06125
PALHANO,481.50581818181826
PALMEIRAIS,442.17999999999995
PARECIS,542.4075
PEDRO AVELINO,457.71999999999997
PEDRO LEOPOLDO,576.2522950819672
PEIXOTO DE AZEVEDO,482.38031746031754
PIRITIBA,484.51249999999993
PORTEL,479.4043537414963
PRESIDENTE JUSCELINO,479.12785714285707
PRESIDENTE SARNEY,439.60857142857134
RESERVA,505.4037500000001
RIO NOVO,550.7425000000001
RIO POMBA,571.2127499999999
SANTA RITA DO ITUETO,406.2266666666667
SANTANA DO MARANHAO,437.191304347826
SANTO ANTONIO DE LISBOA,455.6218181818182
SENADOR LA ROCQUE,465.89578947368415
SERRINHA DOS PINTOS,510.84250000000003
SEVERIANO MELO,519.2757894736843
SAO BENTO DO NORTE,506.4533333333334
SAO CRISTOVAO DO SUL,453.34000000000003
SAO FRANCISCO DO PARA,508.65217391304355
SAO JORGE DO PATROCINIO,488.0368421052633
SAO JOSE DO PIAUI,509.688
SAO JOSE DOS AUSENTES,479.204
SAO JOAO DA BALIZA,438.6700000000001
SAO LUIS DO PIAUI,442.65333333333336
SAO MARCOS,567.2815384615385
SAO MIGUEL DO GOSTOSO,499.51833333333343
SAO VICENTE DO SUL,570.0147368421052
TAPEJARA,529.0216867469882
TUCUMA,525.7552727272728
UMARIZAL,515.5637037037036
URUANA DE MINAS,444.9088888888889
VILA VALERIO,502.62125
AGUA FRIA DE GOIAS,462.5235714285714
ABAETE,570.262608695652
ANDORINHA,488.184705882353
APUI,481.47657142857156
ARAPOEMA,488.7126315789474
ARARICA,535.6020000000001
ARROIO DO PADRE,565.2521739130434
BERILO,499.2580952380952
BOA VISTA DO GURUPI,475.96000000000004
BRUMADINHO,555.924197530864
CALIFORNIA,482.6747826086957
CANDIBA,547.4713333333333
CANELINHA,549.7388571428571
CAPITAO DE CAMPOS,485.6692307692308
CARMO DA MATA,543.5666666666667
CARMO DO CAJURU,541.1756756756756
CIDELANDIA,484.60509803921576
COITE DO NOIA,525.5545
CONCEICAO DA BARRA,508.03833333333336
DAVINOPOLIS,490.56239999999997
DOIS RIACHOS,412.88111111111107
DOM BOSCO,466.975
DUAS BARRAS,514.5669565217391
ENTRE RIOS DE MINAS,542.8378260869566
GARARU,435.83857142857147
GENERAL CAMARA,459.21846153846155
GENTIO DO OURO,400.79999999999995
GOIOXIM,493.9863157894737
IBIARA,445.08
IBICARAI,488.58466666666664
ICHU,437.35904761904766
INHAPIM,551.9231372549018
ITANHEM,519.6834782608696
ITIUBA,475.5722580645162
JANUARIO CICCO,443.4018181818182
JULIO DE CASTILHOS,549.0368115942031
LAJES PINTADAS,526.605
MAMBAI,499.25454545454545
MARTINHO CAMPOS,527.44
MILTON BRANDAO,452.72999999999996
MINAS DO LEAO,531.5500000000001
MURICI DOS PORTELAS,470.68117647058835
NOVA GUARITA,503.7647058823529
NOVA IPIXUNA,475.02769230769223
NOVA REDENCAO,466.8566666666666
PACAEMBU,511.8266666666667
PAULO JACINTO,436.1692857142856
PAULO RAMOS,482.4962162162161
PEDRA PRETA,523.6089361702127
PRATAPOLIS,512.2159999999999
QUATIPURU,461.96814814814826
SANTO ANTONIO DE LEVERGER,463.0831578947368
SANTO ANTONIO DO SUDOESTE,522.8192
SERROLANDIA,494.9700000000001
SAO BENEDITO DO SUL,514.7518181818182
SAO JOSE DE ESPINHARAS,468.7528571428572
SAO JOAO DO ARRAIAL,448.0762162162162
SAO SEBASTIAO DO TOCANTINS,479.77777777777766
UMBUZEIRO,503.07399999999996
ABREULANDIA,495.67800000000005
ALAMBARI,499.6036363636364
ALCINOPOLIS,468.94181818181823
ALTANEIRA,437.06
ALTO PARAGUAI,471.044
ANGICAL DO PIAUI,546.1933333333334
ANTONINA,501.3992727272726
AURIFLAMA,570.000930232558
BAGRE,456.709375
BARROS CASSAL,478.8939999999999
BICAS,602.6619047619048
CACHOEIRA,493.4186
CAIAPONIA,525.5605555555555
CARACARAI,526.5595238095237
CAVALCANTE,419.9699999999999
CIRIACO,559.0525
COMENDADOR LEVY GASPARIAN,495.2692307692307
CONCEICAO DO CASTELO,540.0372972972972
DAMOLANDIA,464.12000000000006
ENGENHEIRO NAVARRO,539.5266666666666
ENVIRA,479.3242105263159
FORMOSO,486.1283720930232
FUNILANDIA,592.2133333333334
GIRUA,537.9261538461537
GOVERNADOR JORGE TEIXEIRA,486.2182352941176
GRACHO CARDOSO,462.3028571428572
GUAPE,518.7385365853659
IJACI,498.47599999999983
IRACEMINHA,549.2812499999999
IRUPI,512.1417647058825
ITAMBARACA,502.96181818181816
JAGUARIBARA,457.71354838709686
LAGOA DO SITIO,428.99571428571426
LAGOA DOS PATOS,450.99
MAMPITUBA,506.48333333333335
MARIA DA FE,627.3111764705882
NOVO HORIZONTE DO NORTE,498.3633333333333
NOVO HORIZONTE DO SUL,491.6963636363637
OUVIDOR,513.696
PAICANDU,531.5590588235294
PAPANDUVA,496.65230769230766
PORTO XAVIER,524.1515789473683
POXOREU,481.74723404255343
PEROLA,480.4030000000001
QUINTANA,460.54
SABINOPOLIS,538.1225
SANTA CECILIA DO PAVAO,473.2079999999999
SANTA MARIA DE JETIBA,573.5382539682537
SANTA ROSA DO PIAUI,476.174
SAUDADE DO IGUACU,554.3963636363635
SEBASTIAO LEAL,469.20400000000006
SENADOR MODESTINO GONCALVES,470.4741176470588
SERRA CAIADA,502.8154545454545
SERRA NEGRA,560.9372413793103
SERRA PRETA,493.06428571428575
SILVANIA,541.9606060606061
SAO DOMINGOS DAS DORES,522.7661538461539
SAO FRANCISCO DE ASSIS DO PIAUI,524.7127272727273
SAO GERALDO,557.7295238095237
SAO MIGUEL DO TAPUIO,524.2485714285713
SAO PEDRO DA UNIAO,613.8199999999999
SAO PEDRO DE ALCANTARA,538.14625
SAO SEBASTIAO DO CAI,527.1466666666666
TABAI,544.7545454545455
TAIOBEIRAS,565.3802247191012
TAPES,551.4303448275862
VISTA GAUCHA,498.4
AGUIARNOPOLIS,480.98190476190473
ALFREDO MARCONDES,529.0360000000001
AMAJARI,477.8866666666667
AMARALINA,492.25999999999993
ANITA GARIBALDI,523.088
APIUNA,525.37
ARAGUACU,444.0133333333333
ARIRANHA,510.31428571428575
BREJO DO CRUZ,523.7225
BALSAMO,486.546
CACIQUE DOBLE,507.16133333333335
CAJUEIRO,444.12324324324317
CAPELA DE SANTANA,509.5920000000001
CARLINDA,502.7642857142856
CARMO DA CACHOEIRA,488.0368421052632
CERRO CORA,473.82
CHAVANTES,479.4780952380951
CHUVISCA,539.1371428571429
COCALINHO,433.9615384615385
CORUMBA DE GOIAS,490.7030000000001
CRISTOPOLIS,533.2432
DOUTOR SEVERIANO,516.4466666666667
ESPERA FELIZ,571.4600000000002
GADO BRAVO,462.83529411764704
GUAJERU,530.0938461538461
HONORIO SERPA,473.00888888888886
IBIA,575.8627777777779
ITAGUACU DA BAHIA,469.06533333333334
ITAJU,520.3542857142858
ITAPUA DO OESTE,508.50857142857143
ITAQUIRAI,506.54181818181826
ITAU,478.04000000000013
JACINTO,468.63384615384615
JUCURUTU,477.8751515151515
MACARANI,524.535
MOJUI DOS CAMPOS,469.2064864864866
MORRO AGUDO,529.8856756756757
MURUTINGA DO SUL,490.8084210526316
MUTUM,522.2632258064516
NOSSA SENHORA DE LOURDES,513.04
NOSSA SENHORA DE NAZARE,498.2539999999999
NOVA LACERDA,468.14235294117634
PAIVA,536.4933333333333
PALMA,507.30999999999995
PALMEIRAS,493.55000000000007
PAULISTAS,512.145
PEDRA GRANDE,476.8153846153846
PECANHA,482.92941176470583
PIRAPEMAS,435.28333333333336
PIRATININGA,549.5285714285714
PICARRA,458.7672727272727
PIEN,508.00965517241383
PRESIDENTE KENNEDY,481.3405000000001
PRUDENTE DE MORAIS,555.368
RESENDE COSTA,561.9418749999998
RORAINOPOLIS,509.6492307692307
SALOA,491.30255319148944
SANTA FE DE MINAS,447.86
SANTA LUZIA D'OESTE,533.699375
SANTA MARIA DO PARA,513.7777777777777
SERRA DA RAIZ,445.3744444444444
SERTAO,548.0306976744187
SULINA,545.3399999999999
SAO BENTO DO TOCANTINS,417.526
SAO JOSE DO DIVINO,520.0685714285715
SAO JOSE DOS RAMOS,480.6555555555555
SAO MIGUEL DAS MATAS,528.6547826086957
SAO MIGUEL DO TOCANTINS,451.6357894736842
SAO TIAGO,547.3753846153847
UMBURANAS,504.30499999999995
VERMELHO NOVO,585.1559999999998
VILA LANGARO,547.9885714285714
ABADIA DOS DOURADOS,532.065
ALAGOA,496.77666666666664
ALECRIM,546.3293333333334
ANGUERA,554.765
ANGELICA,480.66533333333336
APARECIDA DO RIO DOCE,461.08588235294116
ARACAS,447.95000000000005
BOTUMIRIM,477.33
BOTUPORA,544.4017391304347
CAMPINA GRANDE DO SUL,527.7935555555557
CATAS ALTAS DA NORUEGA,561.184
CAXINGO,455.8685714285715
CEDRO DO ABAETE,608.74
CENTRAL DO MARANHAO,408.7390476190477
CENTRALINA,459.6423529411764
CHAPADA DOS GUIMARAES,528.3256
DORES DE CAMPOS,558.3980952380953
DOURADO,520.2047058823529
FARIAS BRITO,496.9507692307693
IELMO MARINHO,514.7866666666666
IMACULADA,457.69916666666677
INHAUMA,496.10923076923075
ISAIAS COELHO,471.6379999999999
ITAQUARA,503.17333333333335
ITAUEIRA,477.22210526315797
JACAREACANGA,470.5199999999999
JEQUITINHONHA,512.4890909090908
JOAQUIM TAVORA,498.3585
LAGO DOS RODRIGUES,478.73481481481474
LAGOA DO MATO,443.0799999999999
LAJE DO MURIAE,487.69119999999987
LAVRAS DO SUL,485.105
LICINIO DE ALMEIDA,515.0835714285714
